Station,Date,Depth,Parameter,Value,Unit,VQ
6,'10/30/2002',NaN,Phosphorus as P,0.075,mg/l,NA
6,'10/30/2002',NaN,Salinity,NaN,ppth,NA
6,'10/30/2002',NaN,Dissolved oxygen (DO),6.9,mg/l,NA
6,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.547,mg/l,NA
5,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.5,mg/l,NA
5,'10/30/2002',NaN,Dissolved oxygen (DO),4.61,mg/l,NA
5,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.98,mg/m3,NA
5,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
5,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.0911,mg/l,NA
5,'10/30/2002',NaN,Salinity,27.7,ppth,NA
5,'10/30/2002',NaN,"Temperature, water",29.5,deg C,NA
5,'10/30/2002',NaN,pH,7.34,None,NA
5,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
5,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.122,mg/l,NA
5,'10/30/2002',NaN,Phosphorus as P,0.124,mg/l,NA
36,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
36,'10/30/2002',NaN,Dissolved oxygen (DO),5.48,mg/l,NA
36,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",5.41,mg/m3,NA
36,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
36,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
36,'10/30/2002',NaN,"Temperature, water",29.6,deg C,NA
36,'10/30/2002',NaN,Salinity,29.3,ppth,NA
36,'10/30/2002',NaN,Phosphorus as P,0.105,mg/l,NA
36,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.711,mg/l,NA
36,'10/30/2002',NaN,pH,7.66,None,NA
36,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
35,'10/30/2002',NaN,Salinity,34.1,ppth,NA
35,'10/30/2002',NaN,"Nitrogen, Kjeldahl",NaN,mg/l,NA
35,'10/30/2002',NaN,Dissolved oxygen (DO),6.84,mg/l,NA
35,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0436,mg/l,NA
35,'10/30/2002',NaN,pH,7.8,None,NA
35,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",2.24,mg/m3,NA
35,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
35,'10/30/2002',NaN,"Temperature, water",28.9,deg C,NA
35,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
35,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
35,'10/30/2002',NaN,Phosphorus as P,0.0815,mg/l,NA
49,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.0781,mg/l,NA
49,'10/30/2002',NaN,Salinity,27.2,ppth,NA
49,'10/30/2002',NaN,Phosphorus as P,0.0977,mg/l,NA
49,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
49,'10/30/2002',NaN,Dissolved oxygen (DO),4.96,mg/l,NA
49,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.727,mg/l,NA
49,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
49,'10/30/2002',NaN,pH,8.26,None,NA
49,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.97,mg/m3,NA
49,'10/30/2002',NaN,"Temperature, water",28.5,deg C,NA
49,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
112,'10/30/2002',NaN,Phosphorus as P,0.114,mg/l,NA
112,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",15.6,mg/m3,NA
112,'10/30/2002',NaN,"Temperature, water",29.8,deg C,NA
112,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.843,mg/l,NA
112,'10/30/2002',NaN,Salinity,16.2,ppth,NA
112,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
112,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0618,mg/l,NA
112,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
112,'10/30/2002',NaN,pH,7.57,None,NA
112,'10/30/2002',NaN,Dissolved oxygen (DO),6.93,mg/l,NA
112,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
10,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",2.39,mg/m3,NA
10,'10/30/2002',NaN,"Temperature, water",30.1,deg C,NA
10,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
10,'10/30/2002',NaN,Phosphorus as P,0.124,mg/l,NA
10,'10/30/2002',NaN,pH,7.94,None,NA
10,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.48,mg/l,NA
10,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
10,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.135,mg/l,NA
10,'10/30/2002',NaN,Dissolved oxygen (DO),5.59,mg/l,NA
10,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
10,'10/30/2002',NaN,Salinity,28.4,ppth,NA
14,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",3.55,mg/m3,NA
14,'10/30/2002',NaN,Salinity,NaN,ppth,NA
14,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.381,mg/l,NA
14,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
14,'10/30/2002',NaN,"Temperature, water",29.2,deg C,NA
14,'10/30/2002',NaN,Phosphorus as P,0.0683,mg/l,NA
14,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.146,mg/l,NA
14,'10/30/2002',NaN,Dissolved oxygen (DO),2.26,mg/l,NA
14,'10/30/2002',NaN,"Nitrogen, Kjeldahl",1.28,mg/l,NA
14,'10/30/2002',NaN,pH,7.54,None,NA
14,'10/30/2002',NaN,Turbidity,21,NTU,NA
13,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.225,mg/l,NA
13,'10/30/2002',NaN,"Nitrogen, Kjeldahl",1.28,mg/l,NA
13,'10/30/2002',NaN,pH,7.76,None,NA
13,'10/30/2002',NaN,Phosphorus as P,0.0648,mg/l,NA
13,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",7.49,mg/m3,NA
13,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
13,'10/30/2002',NaN,Turbidity,1.8,NTU,NA
13,'10/30/2002',NaN,"Temperature, water",29.8,deg C,NA
13,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.228,mg/l,NA
13,'10/30/2002',NaN,Salinity,NaN,ppth,NA
13,'10/30/2002',NaN,Dissolved oxygen (DO),5.18,mg/l,NA
12,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.925,mg/l,NA
12,'10/30/2002',NaN,"Temperature, water",30,deg C,NA
12,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",2.48,mg/m3,NA
12,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.341,mg/l,NA
12,'10/30/2002',NaN,Dissolved oxygen (DO),6.27,mg/l,NA
12,'10/30/2002',NaN,Salinity,NaN,ppth,NA
12,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
12,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.105,mg/l,NA
12,'10/30/2002',NaN,pH,7.94,None,NA
12,'10/30/2002',NaN,Phosphorus as P,0.0646,mg/l,NA
12,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
89,'10/30/2002',NaN,Dissolved oxygen (DO),8.68,mg/l,NA
89,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
89,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
89,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",3.82,mg/m3,NA
89,'10/30/2002',NaN,"Nitrogen, Kjeldahl",1.69,mg/l,NA
89,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
89,'10/30/2002',NaN,Salinity,NaN,ppth,NA
89,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
89,'10/30/2002',NaN,"Temperature, water",29.6,deg C,NA
89,'10/30/2002',NaN,Phosphorus as P,0.0609,mg/l,NA
89,'10/30/2002',NaN,pH,7.76,None,NA
1,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0314,mg/l,NA
1,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.786,mg/l,NA
1,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
1,'10/30/2002',NaN,"Temperature, water",29.1,deg C,NA
1,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",12.6,mg/m3,NA
1,'10/30/2002',NaN,Salinity,19,ppth,NA
1,'10/30/2002',NaN,Dissolved oxygen (DO),4.97,mg/l,NA
1,'10/30/2002',NaN,Phosphorus as P,0.158,mg/l,NA
1,'10/30/2002',NaN,Phosphorus as P,0.171,mg/l,NA
1,'10/30/2002',NaN,pH,7.38,None,NA
1,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.487,mg/l,NA
1,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
1,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
1,'10/30/2002',NaN,pH,7.42,None,NA
1,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0346,mg/l,NA
1,'10/30/2002',NaN,"Temperature, water",29.1,deg C,NA
1,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
1,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",13.6,mg/m3,NA
1,'10/30/2002',NaN,Dissolved oxygen (DO),5.55,mg/l,NA
1,'10/30/2002',NaN,Salinity,18.6,ppth,NA
1,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
1,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
7,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.13,mg/l,NA
7,'10/30/2002',NaN,Salinity,NaN,ppth,NA
7,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.71,mg/m3,NA
7,'10/30/2002',NaN,"Temperature, water",30.5,deg C,NA
7,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
7,'10/30/2002',NaN,Phosphorus as P,0.0953,mg/l,NA
7,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
7,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.544,mg/l,NA
7,'10/30/2002',NaN,Dissolved oxygen (DO),8.96,mg/l,NA
7,'10/30/2002',NaN,pH,7.85,None,NA
7,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
34,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
34,'10/30/2002',NaN,Phosphorus as P,0.0722,mg/l,NA
34,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
34,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",0.98,mg/m3,NA
34,'10/30/2002',NaN,Salinity,36,ppth,NA
34,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
34,'10/30/2002',NaN,"Nitrogen, Kjeldahl",NaN,mg/l,NA
34,'10/30/2002',NaN,pH,7.96,None,NA
34,'10/30/2002',NaN,"Temperature, water",28.5,deg C,NA
34,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
34,'10/30/2002',NaN,Dissolved oxygen (DO),6.61,mg/l,NA
37,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
37,'10/30/2002',NaN,Phosphorus as P,0.0633,mg/l,NA
37,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
37,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0682,mg/l,NA
37,'10/30/2002',NaN,pH,7.84,None,NA
37,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",2.93,mg/m3,NA
37,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
37,'10/30/2002',NaN,"Temperature, water",29.7,deg C,NA
37,'10/30/2002',NaN,Salinity,31.3,ppth,NA
37,'10/30/2002',NaN,"Nitrogen, Kjeldahl",NaN,mg/l,NA
37,'10/30/2002',NaN,Dissolved oxygen (DO),5.55,mg/l,NA
11,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
11,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",25.7,mg/m3,NA
11,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.875,mg/l,NA
11,'10/30/2002',NaN,Dissolved oxygen (DO),8.3,mg/l,NA
11,'10/30/2002',NaN,pH,7.84,None,NA
11,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
11,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
11,'10/30/2002',NaN,Phosphorus as P,0.14,mg/l,NA
11,'10/30/2002',NaN,"Temperature, water",30.7,deg C,NA
11,'10/30/2002',NaN,Salinity,5.43,ppth,NA
11,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
111,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.101,mg/l,NA
111,'10/30/2002',NaN,"Temperature, water",29.9,deg C,NA
111,'10/30/2002',NaN,pH,7.65,None,NA
111,'10/30/2002',NaN,"Nitrogen, Kjeldahl",0.779,mg/l,NA
111,'10/30/2002',NaN,Phosphorus as P,0.113,mg/l,NA
111,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
111,'10/30/2002',NaN,Dissolved oxygen (DO),5.45,mg/l,NA
111,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
111,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",7.85,mg/m3,NA
111,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
111,'10/30/2002',NaN,Salinity,17.9,ppth,NA
4,'10/30/2002',NaN,Dissolved oxygen (DO),5.02,mg/l,NA
4,'10/30/2002',NaN,pH,7.49,None,NA
4,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
4,'10/30/2002',NaN,Salinity,NaN,ppth,NA
4,'10/30/2002',NaN,Salinity,NaN,ppth,NA
4,'10/30/2002',NaN,"Temperature, water",28.7,deg C,NA
4,'10/30/2002',NaN,"Nitrogen, Kjeldahl",1.25,mg/l,NA
4,'10/30/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
4,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
4,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
4,'10/30/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
4,'10/30/2002',NaN,Phosphorus as P,0.0872,mg/l,NA
4,'10/30/2002',NaN,Dissolved oxygen (DO),5.02,mg/l,NA
4,'10/30/2002',NaN,"Nitrogen, Kjeldahl",1.25,mg/l,NA
4,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
4,'10/30/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
4,'10/30/2002',NaN,pH,7.44,None,NA
4,'10/30/2002',NaN,"Temperature, water",28.6,deg C,NA
4,'10/30/2002',NaN,Turbidity,NaN,NTU,NA
4,'10/30/2002',NaN,Phosphorus as P,0.0898,mg/l,NA
4,'10/30/2002',NaN,"Chlorophyll a, corrected for pheophytin",10.2,mg/m3,NA
37,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
37,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
37,'07/25/2002',NaN,pH,7.61,None,NA
37,'07/25/2002',NaN,Dissolved oxygen (DO),6.8,mg/l,NA
37,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.802,mg/l,NA
37,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
37,'07/25/2002',NaN,"Temperature, water",31.4,deg C,NA
37,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.72,mg/m3,NA
37,'07/25/2002',NaN,Turbidity,1.1,NTU,NA
37,'07/25/2002',NaN,Salinity,19.2,ppth,NA
37,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0616,mg/l,NA
18,'07/25/2002',NaN,"Temperature, water",30.5,deg C,NA
89,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.05,mg/l,NA
89,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.031,mg/l,NA
89,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
89,'07/25/2002',NaN,pH,7.82,None,NA
89,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
89,'07/25/2002',NaN,Salinity,NaN,ppth,NA
89,'07/25/2002',NaN,Turbidity,1.9,NTU,NA
89,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.4,mg/m3,NA
89,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
89,'07/25/2002',NaN,"Temperature, water",31.2,deg C,NA
89,'07/25/2002',NaN,Dissolved oxygen (DO),6.5,mg/l,NA
18,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
18,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.16,mg/m3,NA
18,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.108,mg/l,NA
18,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
18,'07/25/2002',NaN,Salinity,NaN,ppth,NA
18,'07/25/2002',NaN,Dissolved oxygen (DO),5.4,mg/l,NA
18,'07/25/2002',NaN,pH,7.84,None,NA
18,'07/25/2002',NaN,Turbidity,1.4,NTU,NA
18,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.582,mg/l,NA
18,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
17,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
17,'07/25/2002',NaN,Salinity,NaN,ppth,NA
17,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.037,mg/l,NA
17,'07/25/2002',NaN,"Temperature, water",30,deg C,NA
17,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
17,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.527,mg/l,NA
17,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
17,'07/25/2002',NaN,Turbidity,1.8,NTU,NA
17,'07/25/2002',NaN,pH,7.8,None,NA
17,'07/25/2002',NaN,Dissolved oxygen (DO),6.42,mg/l,NA
17,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",2.09,mg/m3,NA
36,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0471,mg/l,NA
36,'07/25/2002',NaN,pH,7.4,None,NA
36,'07/25/2002',NaN,Turbidity,1.1,NTU,NA
36,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
36,'07/25/2002',NaN,"Temperature, water",31.6,deg C,NA
36,'07/25/2002',NaN,Dissolved oxygen (DO),5.4,mg/l,NA
36,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.907,mg/l,NA
36,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",5.37,mg/m3,NA
36,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
36,'07/25/2002',NaN,Salinity,15.7,ppth,NA
36,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
24,'07/25/2002',NaN,"Temperature, water",30.5,deg C,NA
24,'07/25/2002',NaN,Dissolved oxygen (DO),5.19,mg/l,NA
24,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.882,mg/l,NA
24,'07/25/2002',NaN,Salinity,21.5,ppth,NA
24,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
24,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
24,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",3.78,mg/m3,NA
24,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.14,mg/l,NA
24,'07/25/2002',NaN,pH,7.5,None,NA
24,'07/25/2002',NaN,Turbidity,1.4,NTU,NA
24,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.0739,mg/l,NA
16,'07/25/2002',NaN,pH,7.66,None,NA
16,'07/25/2002',NaN,"Temperature, water",29.2,deg C,NA
16,'07/25/2002',NaN,Salinity,NaN,ppth,NA
16,'07/25/2002',NaN,Turbidity,3.4,NTU,NA
16,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.182,mg/l,NA
16,'07/25/2002',NaN,Dissolved oxygen (DO),4.36,mg/l,NA
16,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",1.75,mg/m3,NA
16,'07/25/2002',NaN,Phosphorus as P,0.106,mg/l,NA
16,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
16,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.183,mg/l,NA
16,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.22,mg/l,NA
32,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
32,'07/25/2002',NaN,"Temperature, water",26.6,deg C,NA
32,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
32,'07/25/2002',NaN,pH,7.01,None,NA
32,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.07,mg/l,NA
32,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
32,'07/25/2002',NaN,Salinity,NaN,ppth,NA
32,'07/25/2002',NaN,Turbidity,0.7,NTU,NA
32,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.173,mg/l,NA
32,'07/25/2002',NaN,Dissolved oxygen (DO),0.31,mg/l,NA
32,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.23,mg/l,NA
32,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
32,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.18,mg/l,NA
32,'07/25/2002',NaN,pH,6.97,None,NA
32,'07/25/2002',NaN,Turbidity,0.55,NTU,NA
32,'07/25/2002',NaN,"Temperature, water",26.7,deg C,NA
32,'07/25/2002',NaN,Dissolved oxygen (DO),0.36,mg/l,NA
32,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
32,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",3.95,mg/m3,NA
32,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,mg/l,NA
32,'07/25/2002',NaN,Salinity,NaN,ppth,NA
25,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.202,mg/l,NA
25,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",12.6,mg/m3,NA
25,'07/25/2002',NaN,Dissolved oxygen (DO),4.97,mg/l,NA
25,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
25,'07/25/2002',NaN,"Temperature, water",30.1,deg C,NA
25,'07/25/2002',NaN,Turbidity,2.9,NTU,NA
25,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.151,mg/l,NA
25,'07/25/2002',NaN,pH,7.16,None,NA
25,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
25,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.14,mg/l,NA
25,'07/25/2002',NaN,Salinity,4.84,ppth,NA
26,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
26,'07/25/2002',NaN,Turbidity,1.7,NTU,NA
26,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
26,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.196,mg/l,NA
26,'07/25/2002',NaN,pH,7.27,None,NA
26,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.113,mg/l,NA
26,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",23.2,mg/m3,NA
26,'07/25/2002',NaN,"Temperature, water",30.4,deg C,NA
26,'07/25/2002',NaN,"Nitrogen, Kjeldahl",1.2,mg/l,NA
26,'07/25/2002',NaN,Dissolved oxygen (DO),5.38,mg/l,NA
26,'07/25/2002',NaN,Salinity,13.6,ppth,NA
29,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
35,'07/25/2002',NaN,Dissolved oxygen (DO),6.5,mg/l,NA
35,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0423,mg/l,NA
35,'07/25/2002',NaN,"Nitrogen, Kjeldahl",0.729,mg/l,NA
35,'07/25/2002',NaN,Salinity,22.2,ppth,NA
35,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",4.42,mg/m3,NA
35,'07/25/2002',NaN,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,mg/l,NA
35,'07/25/2002',NaN,Turbidity,1.4,NTU,NA
35,'07/25/2002',NaN,"Temperature, water",30.6,deg C,NA
35,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
35,'07/25/2002',NaN,Phosphorus as P,NaN,mg/l,NA
35,'07/25/2002',NaN,pH,7.66,None,NA
29,'07/25/2002',NaN,"Temperature, water",30.1,deg C,NA
29,'07/25/2002',NaN,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.0881,mg/l,NA
29,'07/25/2002',NaN,Salinity,NaN,ppth,NA
29,'07/25/2002',NaN,"Phosphorus, orthophosphate as P",NaN,mg/l,NA
29,'07/25/2002',NaN,pH,7.57,None,NA
29,'07/25/2002',NaN,"Chlorophyll a, corrected for pheophytin",6.82,mg/m3,NA
29,'07/25/2002',NaN,Dissolved oxygen (DO),4.54,mg/l,NA
