"","DEP.Result.ID","Activity.ID","year","month","day","time","Activity.Start.Date.Time","lat_deg","lat_min","Org.Decimal.Latitude","lon_deg","lon_min","Org.Decimal.Longitude","Monitoring.Location.ID","Activity.Type","Activity.Depth","Activity.Depth.Unit","Activity.Depth.Top.Bottom.Unit","Sample.Collection.Type","Activity.Top.Depth","Activity.Bottom.Depth","Value.Qualifier","Result.Comments","DEP.Analyte.Name","DEP.Result.Value.Number","DEP.Result.Unit","program","RowID","ProgramID","ProgramName","Habitat","IndicatorID","IndicatorName","ParameterID","ParameterName","ParameterUnits","ProgramLocationID","AreaID","ManagedAreaName","Region","ActivityType","SampleDate","ResultValue","Year","Month","ActivityDepth_m","RelativeDepth","TotalDepth_m","MDL","PQL","DetectionUnit","ValueQualifier","ValueQualifierSource","SampleFraction","ResultComments","OriginalLatitude","OriginalLongitude","SEACAR_QAQCFlagCode","SEACAR_QAQC_Description","Include","SEACAR_EventID","MADup","ExportVersion","data_source","CLIENT SAMPLE ID","LAB SAMPLE ID","MATRIX","COLLECTED","ANALYTE","SAMPLE RESULT","REPORTING LIMIT","UNITS","METHOD","DILUTION","ANALYZED","PREPARED","source_file","SAMPLE COLLECTION DATE","Organization.ID","Org.Latitude..DD.MM.SS.SSSS.","Org.Longitude..DD.MM.SS.SSSS.","WBID","Matrix","Sampling.Agency.Name","DEP.Result.Value.Text","DEP.MDL","DEP.PQL","Sample.Fraction","Lab.ID","Audit.Censored.Decisions"
"...36",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.098,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","15","35854474016","Water","01/17/2024","Nitrogen, Ammonia","0.098","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...37",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.06,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","16","35854474017","Water","01/17/2024","Nitrogen, Ammonia","0.060","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...38",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.14,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","17","35854474018","Water","01/17/2024","Nitrogen, Ammonia","0.14","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...39",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.081,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","18","35854474019","Water","01/17/2024","Nitrogen, Ammonia","0.081","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...40",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.083,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","19","35854474020","Water","01/17/2024","Nitrogen, Ammonia","0.083","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...41",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","20","35854474021","Water","01/17/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...42",NA,NA,NA,NA,NA,NA,"01/17/2024 12:00:00",NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.091,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","21","35854474022","Water","01/17/2024","Nitrogen, Ammonia","0.091","0.050","mg/L","350.1 Ammonia","1","01/24/2024","01/24/2024","Results 1-17-2024.xls","1-17-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...43",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","26","35860177001","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...44",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.32,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","27","35860177002","Water","02/13/2024","Nitrogen, Ammonia","0.32","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...45",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.29,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","28","35860177003","Water","02/13/2024","Nitrogen, Ammonia","0.29","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...46",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.087,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","32","35860177004","Water","02/13/2024","Nitrogen, Ammonia","0.087","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...47",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.22,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","33","35860177005","Water","02/13/2024","Nitrogen, Ammonia","0.22","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...48",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","29","35860177006","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...49",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","30","35860177007","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...50",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","31","35860177008","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...51",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.046,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","34","35860177009","Water","02/13/2024","Nitrogen, Ammonia","0.046","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...52",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","37","35860177010","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...53",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.088,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","36","35860177011","Water","02/13/2024","Nitrogen, Ammonia","0.088","0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...54",NA,NA,NA,NA,NA,NA,"02/13/2024 12:00:00",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","25","35860177012","Water","02/13/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/22/2024","02/22/2024","Results 2-13-2024.xls","2-13-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...55",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","24","35861229001","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...56",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","23","35861229002","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...57",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","22","35861229003","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...58",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","21","35861229004","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...59",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","20","35861229005","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...60",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","15","35861229006","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...61",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.051,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","16","35861229007","Water","02/16/2024","Nitrogen, Ammonia","0.051","0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...62",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.067,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","17","35861229008","Water","02/16/2024","Nitrogen, Ammonia","0.067","0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...63",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.062,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","18","35861229009","Water","02/16/2024","Nitrogen, Ammonia","0.062","0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...64",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.039,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","19","35861229010","Water","02/16/2024","Nitrogen, Ammonia","0.039","0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...65",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","14","35861229011","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...66",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","13","35861229012","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...67",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",0.092,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","12","35861229013","Water","02/16/2024","Nitrogen, Ammonia","0.092","0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...68",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","11","35861229014","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...69",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","10","35861229015","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...70",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","9","35861229016","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...71",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","8","35861229017","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"...72",NA,NA,NA,NA,NA,NA,"02/16/2024 12:00:00",NA,NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nitrogen__Ammonia",NA,"mg/L","MiamiBeach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excel","7","35861229018","Water","02/16/2024","Nitrogen, Ammonia",NA,"0.050","mg/L","350.1 Ammonia","1","02/26/2024","02/26/2024","Results 2-16-2024.xls","2-16-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
